sample_id,network,topology_id,split,converged,fold
876,case33bw,13,train,1,1
877,case33bw,33,calibration,1,-1
878,case33bw,3,train,1,1
879,case33bw,8,selection,1,-1
880,case33bw,45,train,1,0
881,case33bw,27,calibration,1,-1
882,case33bw,9,train,1,2
883,case33bw,8,selection,1,-1
884,case33bw,50,train,1,0
885,case33bw,4,selection,1,-1
886,case33bw,40,train,1,1
887,case33bw,2,train,1,0
888,case33bw,49,train,1,0
889,case33bw,23,train,1,0
890,case33bw,26,train,1,0
891,case33bw,14,train,1,1
892,case33bw,49,train,1,0
893,case33bw,35,train,1,2
894,case33bw,58,test,1,-1
895,case33bw,40,train,1,1
896,case33bw,53,selection,1,-1
897,case33bw,50,train,1,0
898,case33bw,53,selection,1,-1
899,case33bw,19,test,1,-1
900,case33bw,8,selection,1,-1
901,case33bw,40,train,1,1
902,case33bw,52,test,1,-1
903,case33bw,38,train,1,1
904,case33bw,39,test,1,-1
905,case33bw,38,train,1,1
906,case33bw,58,test,1,-1
907,case33bw,25,test,1,-1
908,case33bw,48,train,1,0
909,case33bw,4,selection,1,-1
910,case33bw,11,calibration,1,-1
911,case33bw,19,test,1,-1
912,case33bw,20,selection,1,-1
913,case33bw,20,selection,1,-1
914,case33bw,52,test,1,-1
915,case33bw,33,calibration,1,-1
916,case33bw,53,selection,1,-1
917,case33bw,43,calibration,1,-1
918,case33bw,11,calibration,1,-1
919,case33bw,17,test,1,-1
920,case33bw,18,train,1,0
921,case33bw,51,train,1,2
922,case33bw,18,train,1,0
923,case33bw,45,train,1,0
924,case33bw,23,train,1,0
925,case33bw,54,train,1,2
926,case33bw,22,test,1,-1
927,case33bw,34,train,1,2
928,case33bw,47,train,1,2
929,case33bw,43,calibration,1,-1
930,case33bw,25,test,1,-1
931,case33bw,4,selection,1,-1
932,case33bw,25,test,1,-1
933,case33bw,4,selection,1,-1
934,case33bw,37,train,1,2
935,case33bw,30,train,1,2
936,case33bw,26,train,1,0
937,case33bw,18,train,1,0
938,case33bw,16,test,1,-1
939,case33bw,46,train,1,1
940,case33bw,38,train,1,1
941,case33bw,17,test,1,-1
942,case33bw,52,test,1,-1
943,case33bw,6,train,1,1
944,case33bw,53,selection,1,-1
945,case33bw,29,calibration,1,-1
946,case33bw,17,test,1,-1
947,case33bw,25,test,1,-1
948,case33bw,26,train,1,0
949,case33bw,10,train,1,1
950,case33bw,15,selection,1,-1
951,case33bw,52,test,1,-1
952,case33bw,26,train,1,0
953,case33bw,26,train,1,0
954,case33bw,20,selection,1,-1
955,case33bw,26,train,1,0
956,case33bw,19,test,1,-1
957,case33bw,39,test,1,-1
958,case33bw,11,calibration,1,-1
959,case33bw,15,selection,1,-1
960,case33bw,42,calibration,1,-1
961,case33bw,44,selection,1,-1
962,case33bw,59,selection,1,-1
963,case33bw,21,train,1,0
964,case33bw,5,test,1,-1
965,case33bw,26,train,1,0
966,case33bw,21,train,1,0
967,case33bw,28,calibration,1,-1
968,case33bw,25,test,1,-1
969,case33bw,17,test,1,-1
970,case33bw,37,train,1,2
971,case33bw,1,train,1,1
972,case33bw,0,train,1,0
973,case33bw,29,calibration,1,-1
974,case33bw,51,train,1,2
975,case33bw,18,train,1,0
976,case33bw,30,train,1,2
977,case33bw,59,selection,1,-1
978,case33bw,11,calibration,1,-1
979,case33bw,51,train,1,2
980,case33bw,21,train,1,0
981,case33bw,7,selection,1,-1
982,case33bw,33,calibration,1,-1
983,case33bw,31,train,1,2
984,case33bw,57,train,1,2
985,case33bw,22,test,1,-1
986,case33bw,26,train,1,0
987,case33bw,9,train,1,2
988,case33bw,8,selection,1,-1
989,case33bw,57,train,1,2
990,case33bw,6,train,1,1
991,case33bw,5,test,1,-1
992,case33bw,13,train,1,1
993,case33bw,19,test,1,-1
994,case33bw,14,train,1,1
995,case33bw,22,test,1,-1
996,case33bw,34,train,1,2
997,case33bw,30,train,1,2
998,case33bw,28,calibration,1,-1
999,case33bw,43,calibration,1,-1
1000,case33bw,40,train,1,1
1001,case33bw,32,train,1,0
1002,case33bw,29,calibration,1,-1
1003,case33bw,8,selection,1,-1
1004,case33bw,24,train,1,2
1005,case33bw,50,train,1,0
1006,case33bw,1,train,1,1
1007,case33bw,25,test,1,-1
1008,case33bw,22,test,1,-1
1009,case33bw,52,test,1,-1
1010,case33bw,41,calibration,1,-1
1011,case33bw,9,train,1,2
1012,case33bw,20,selection,1,-1
1013,case33bw,6,train,1,1
1014,case33bw,21,train,1,0
1015,case33bw,33,calibration,1,-1
1016,case33bw,9,train,1,2
1017,case33bw,31,train,1,2
1018,case33bw,15,selection,1,-1
1019,case33bw,9,train,1,2
1020,case33bw,56,train,1,1
1021,case33bw,24,train,1,2
1022,case33bw,46,train,1,1
1023,case33bw,40,train,1,1
1024,case33bw,53,selection,1,-1
1025,case33bw,20,selection,1,-1
1026,case33bw,13,train,1,1
1027,case33bw,12,selection,1,-1
1028,case33bw,54,train,1,2
1029,case33bw,54,train,1,2
1030,case33bw,43,calibration,1,-1
1031,case33bw,39,test,1,-1
1032,case33bw,37,train,1,2
1033,case33bw,9,train,1,2
1034,case33bw,27,calibration,1,-1
1035,case33bw,0,train,1,0
1036,case33bw,59,selection,1,-1
1037,case33bw,55,train,1,1
1038,case33bw,19,test,1,-1
1039,case33bw,57,train,1,2
1040,case33bw,6,train,1,1
1041,case33bw,30,train,1,2
1042,case33bw,9,train,1,2
1043,case33bw,10,train,1,1
1044,case33bw,3,train,1,1
1045,case33bw,3,train,1,1
1046,case33bw,6,train,1,1
1047,case33bw,31,train,1,2
1048,case33bw,8,selection,1,-1
1049,case33bw,3,train,1,1
1050,case33bw,20,selection,1,-1
1051,case33bw,52,test,1,-1
1052,case33bw,46,train,1,1
1053,case33bw,2,train,1,0
1054,case33bw,28,calibration,1,-1
1055,case33bw,15,selection,1,-1
1056,case33bw,13,train,1,1
1057,case33bw,54,train,1,2
1058,case33bw,14,train,1,1
1059,case33bw,46,train,1,1
1060,case33bw,13,train,1,1
1061,case33bw,39,test,1,-1
1062,case33bw,37,train,1,2
1063,case33bw,35,train,1,2
1064,case33bw,27,calibration,1,-1
1065,case33bw,57,train,1,2
1066,case33bw,3,train,1,1
1067,case33bw,21,train,1,0
1068,case33bw,19,test,1,-1
1069,case33bw,50,train,1,0
1070,case33bw,20,selection,1,-1
1071,case33bw,32,train,1,0
1072,case33bw,18,train,1,0
1073,case33bw,10,train,1,1
1074,case33bw,17,test,1,-1
1075,case33bw,6,train,1,1
1076,case33bw,26,train,1,0
1077,case33bw,37,train,1,2
1078,case33bw,15,selection,1,-1
1079,case33bw,58,test,1,-1
1080,case33bw,3,train,1,1
1081,case33bw,8,selection,1,-1
1082,case33bw,41,calibration,1,-1
1083,case33bw,43,calibration,1,-1
1084,case33bw,41,calibration,1,-1
1085,case33bw,38,train,1,1
1086,case33bw,58,test,1,-1
1087,case33bw,44,selection,1,-1
1088,case33bw,20,selection,1,-1
1089,case33bw,32,train,1,0
1090,case33bw,49,train,1,0
1091,case33bw,37,train,1,2
1092,case33bw,27,calibration,1,-1
1093,case33bw,51,train,1,2
1094,case33bw,3,train,1,1
1095,case33bw,24,train,1,2
1096,case33bw,43,calibration,1,-1
1097,case33bw,48,train,1,0
1098,case33bw,16,test,1,-1
1099,case33bw,49,train,1,0
1100,case33bw,1,train,1,1
1101,case33bw,21,train,1,0
1102,case33bw,45,train,1,0
1103,case33bw,8,selection,1,-1
1104,case33bw,0,train,1,0
1105,case33bw,1,train,1,1
1106,case33bw,8,selection,1,-1
1107,case33bw,45,train,1,0
1108,case33bw,3,train,1,1
1109,case33bw,29,calibration,1,-1
1110,case33bw,32,train,1,0
1111,case33bw,40,train,1,1
1112,case33bw,47,train,1,2
1113,case33bw,32,train,1,0
1114,case33bw,1,train,1,1
1115,case33bw,12,selection,1,-1
1116,case33bw,22,test,1,-1
1117,case33bw,51,train,1,2
1118,case33bw,44,selection,1,-1
1119,case33bw,48,train,1,0
1120,case33bw,54,train,1,2
1121,case33bw,21,train,1,0
1122,case33bw,31,train,1,2
1123,case33bw,46,train,1,1
1124,case33bw,26,train,1,0
1125,case33bw,36,calibration,1,-1
1126,case33bw,59,selection,1,-1
1127,case33bw,52,test,1,-1
1128,case33bw,58,test,1,-1
1129,case33bw,42,calibration,1,-1
1130,case33bw,10,train,1,1
1131,case33bw,13,train,1,1
1132,case33bw,48,train,1,0
1133,case33bw,10,train,1,1
1134,case33bw,37,train,1,2
1135,case33bw,52,test,1,-1
1136,case33bw,54,train,1,2
1137,case33bw,26,train,1,0
1138,case33bw,58,test,1,-1
1139,case33bw,8,selection,1,-1
1140,case33bw,0,train,1,0
1141,case33bw,20,selection,1,-1
1142,case33bw,3,train,1,1
1143,case33bw,2,train,1,0
1144,case33bw,6,train,1,1
1145,case33bw,34,train,1,2
1146,case33bw,18,train,1,0
1147,case33bw,26,train,1,0
1148,case33bw,29,calibration,1,-1
1149,case33bw,44,selection,1,-1
1150,case33bw,9,train,1,2
1151,case33bw,50,train,1,0
1152,case33bw,39,test,1,-1
1153,case33bw,26,train,1,0
1154,case33bw,25,test,1,-1
1155,case33bw,14,train,1,1
1156,case33bw,31,train,1,2
1157,case33bw,30,train,1,2
1158,case33bw,36,calibration,1,-1
1159,case33bw,40,train,1,1
1160,case33bw,32,train,1,0
1161,case33bw,30,train,1,2
1162,case33bw,21,train,1,0
1163,case33bw,1,train,1,1
1164,case33bw,53,selection,1,-1
1165,case33bw,55,train,1,1
1166,case33bw,10,train,1,1
1167,case33bw,9,train,1,2
1168,case33bw,26,train,1,0
1169,case33bw,19,test,1,-1
1170,case33bw,43,calibration,1,-1
1171,case33bw,14,train,1,1
1172,case33bw,38,train,1,1
1173,case33bw,43,calibration,1,-1
1174,case33bw,32,train,1,0
1175,case33bw,29,calibration,1,-1
1176,case33bw,41,calibration,1,-1
1177,case33bw,10,train,1,1
1178,case33bw,54,train,1,2
1179,case33bw,24,train,1,2
1180,case33bw,49,train,1,0
1181,case33bw,44,selection,1,-1
1182,case33bw,12,selection,1,-1
1183,case33bw,29,calibration,1,-1
1184,case33bw,36,calibration,1,-1
1185,case33bw,16,test,1,-1
1186,case33bw,22,test,1,-1
1187,case33bw,42,calibration,1,-1
1188,case33bw,38,train,1,1
1189,case33bw,22,test,1,-1
1190,case33bw,22,test,1,-1
1191,case33bw,34,train,1,2
1192,case33bw,44,selection,1,-1
1193,case33bw,55,train,1,1
1194,case33bw,50,train,1,0
1195,case33bw,40,train,1,1
1196,case33bw,10,train,1,1
1197,case33bw,32,train,1,0
1198,case33bw,57,train,1,2
1199,case33bw,18,train,1,0
1200,case33bw,1,train,1,1
1201,case33bw,31,train,1,2
1202,case33bw,37,train,1,2
1203,case33bw,2,train,1,0
1204,case33bw,1,train,1,1
1205,case33bw,7,selection,1,-1
1206,case33bw,13,train,1,1
1207,case33bw,11,calibration,1,-1
1208,case33bw,24,train,1,2
1209,case33bw,42,calibration,1,-1
1210,case33bw,1,train,1,1
1211,case33bw,20,selection,1,-1
1212,case33bw,41,calibration,1,-1
1213,case33bw,11,calibration,1,-1
1214,case33bw,8,selection,1,-1
1215,case33bw,37,train,1,2
1216,case33bw,51,train,1,2
1217,case33bw,26,train,1,0
1218,case33bw,11,calibration,1,-1
1219,case33bw,25,test,1,-1
1220,case33bw,42,calibration,1,-1
1221,case33bw,48,train,1,0
1222,case33bw,26,train,1,0
1223,case33bw,41,calibration,1,-1
1224,case33bw,6,train,1,1
1225,case33bw,9,train,1,2
1226,case33bw,6,train,1,1
1227,case33bw,2,train,1,0
1228,case33bw,41,calibration,1,-1
1229,case33bw,37,train,1,2
1230,case33bw,56,train,1,1
1231,case33bw,18,train,1,0
1232,case33bw,40,train,1,1
1233,case33bw,53,selection,1,-1
1234,case33bw,10,train,1,1
1235,case33bw,0,train,1,0
1236,case33bw,3,train,1,1
1237,case33bw,21,train,1,0
1238,case33bw,11,calibration,1,-1
1239,case33bw,11,calibration,1,-1
1240,case33bw,7,selection,1,-1
1241,case33bw,6,train,1,1
1242,case33bw,19,test,1,-1
1243,case33bw,40,train,1,1
1244,case33bw,53,selection,1,-1
1245,case33bw,24,train,1,2
1246,case33bw,9,train,1,2
1247,case33bw,56,train,1,1
1248,case33bw,23,train,1,0
1249,case33bw,32,train,1,0
1250,case33bw,9,train,1,2
1251,case33bw,15,selection,1,-1
1252,case33bw,23,train,1,0
1253,case33bw,29,calibration,1,-1
1254,case33bw,59,selection,1,-1
1255,case33bw,45,train,1,0
1256,case33bw,53,selection,1,-1
1257,case33bw,19,test,1,-1
1258,case33bw,32,train,1,0
1259,case33bw,48,train,1,0
1260,case33bw,53,selection,1,-1
1261,case33bw,35,train,1,2
1262,case33bw,26,train,1,0
1263,case33bw,30,train,1,2
1264,case33bw,5,test,1,-1
1265,case33bw,6,train,1,1
1266,case33bw,31,train,1,2
1267,case33bw,10,train,1,1
1268,case33bw,11,calibration,1,-1
1269,case33bw,34,train,1,2
1270,case33bw,19,test,1,-1
1271,case33bw,26,train,1,0
1272,case33bw,52,test,1,-1
1273,case33bw,59,selection,1,-1
1274,case33bw,54,train,1,2
1275,case33bw,46,train,1,1
1276,case33bw,49,train,1,0
1277,case33bw,36,calibration,1,-1
1278,case33bw,42,calibration,1,-1
1279,case33bw,17,test,1,-1
1280,case33bw,4,selection,1,-1
1281,case33bw,56,train,1,1
1282,case33bw,22,test,1,-1
1283,case33bw,58,test,1,-1
1284,case33bw,8,selection,1,-1
1285,case33bw,45,train,1,0
1286,case33bw,22,test,1,-1
1287,case33bw,46,train,1,1
1288,case33bw,6,train,1,1
1289,case33bw,45,train,1,0
1290,case33bw,20,selection,1,-1
1291,case33bw,42,calibration,1,-1
1292,case33bw,15,selection,1,-1
1293,case33bw,5,test,1,-1
1294,case33bw,33,calibration,1,-1
1295,case33bw,55,train,1,1
1296,case33bw,34,train,1,2
1297,case33bw,11,calibration,1,-1
1298,case33bw,38,train,1,1
1299,case33bw,34,train,1,2
1300,case33bw,48,train,1,0
1301,case33bw,13,train,1,1
1302,case33bw,33,calibration,1,-1
1303,case33bw,27,calibration,1,-1
1304,case33bw,29,calibration,1,-1
1305,case33bw,38,train,1,1
1306,case33bw,36,calibration,1,-1
1307,case33bw,46,train,1,1
1308,case33bw,11,calibration,1,-1
1309,case33bw,26,train,1,0
1310,case33bw,6,train,1,1
1311,case33bw,45,train,1,0
1312,case33bw,3,train,1,1
1313,case33bw,24,train,1,2
1314,case33bw,3,train,1,1
1315,case33bw,22,test,1,-1
1316,case33bw,35,train,1,2
1317,case33bw,26,train,1,0
1318,case33bw,50,train,1,0
1319,case33bw,51,train,1,2
1320,case33bw,52,test,1,-1
1321,case33bw,34,train,1,2
1322,case33bw,32,train,1,0
1323,case33bw,43,calibration,1,-1
1324,case33bw,22,test,1,-1
1325,case33bw,5,test,1,-1
1326,case33bw,28,calibration,1,-1
1327,case33bw,19,test,1,-1
1328,case33bw,39,test,1,-1
1329,case33bw,58,test,1,-1
1330,case33bw,15,selection,1,-1
1331,case33bw,50,train,1,0
1332,case33bw,8,selection,1,-1
1333,case33bw,23,train,1,0
1334,case33bw,14,train,1,1
1335,case33bw,12,selection,1,-1
1336,case33bw,14,train,1,1
1337,case33bw,42,calibration,1,-1
1338,case33bw,27,calibration,1,-1
1339,case33bw,24,train,1,2
1340,case33bw,35,train,1,2
1341,case33bw,17,test,1,-1
1342,case33bw,24,train,1,2
1343,case33bw,35,train,1,2
1344,case33bw,27,calibration,1,-1
1345,case33bw,7,selection,1,-1
1346,case33bw,53,selection,1,-1
1347,case33bw,3,train,1,1
1348,case33bw,10,train,1,1
1349,case33bw,59,selection,1,-1
1350,case33bw,24,train,1,2
1351,case33bw,59,selection,1,-1
1352,case33bw,31,train,1,2
1353,case33bw,8,selection,1,-1
1354,case33bw,39,test,1,-1
1355,case33bw,37,train,1,2
1356,case33bw,14,train,1,1
1357,case33bw,15,selection,1,-1
1358,case33bw,35,train,1,2
1359,case33bw,36,calibration,1,-1
1360,case33bw,44,selection,1,-1
1361,case33bw,44,selection,1,-1
1362,case33bw,15,selection,1,-1
1363,case33bw,38,train,1,1
1364,case33bw,41,calibration,1,-1
1365,case33bw,54,train,1,2
1366,case33bw,51,train,1,2
1367,case33bw,17,test,1,-1
1368,case33bw,23,train,1,0
1369,case33bw,25,test,1,-1
1370,case33bw,28,calibration,1,-1
1371,case33bw,48,train,1,0
1372,case33bw,50,train,1,0
1373,case33bw,18,train,1,0
1374,case33bw,12,selection,1,-1
1375,case33bw,27,calibration,1,-1
1376,case33bw,49,train,1,0
1377,case33bw,9,train,1,2
1378,case33bw,45,train,1,0
1379,case33bw,15,selection,1,-1
1380,case33bw,10,train,1,1
1381,case33bw,25,test,1,-1
1382,case33bw,54,train,1,2
1383,case33bw,22,test,1,-1
1384,case33bw,13,train,1,1
1385,case33bw,1,train,1,1
1386,case33bw,1,train,1,1
1387,case33bw,46,train,1,1
1388,case33bw,47,train,1,2
1389,case33bw,20,selection,1,-1
1390,case33bw,25,test,1,-1
1391,case33bw,36,calibration,1,-1
1392,case33bw,16,test,1,-1
1393,case33bw,32,train,1,0
1394,case33bw,14,train,1,1
1395,case33bw,36,calibration,1,-1
1396,case33bw,8,selection,1,-1
1397,case33bw,50,train,1,0
1398,case33bw,52,test,1,-1
1399,case33bw,58,test,1,-1
1400,case33bw,11,calibration,1,-1
1401,case33bw,24,train,1,2
1402,case33bw,20,selection,1,-1
1403,case33bw,40,train,1,1
1404,case33bw,59,selection,1,-1
1405,case33bw,24,train,1,2
1406,case33bw,7,selection,1,-1
1407,case33bw,54,train,1,2
1408,case33bw,47,train,1,2
1409,case33bw,6,train,1,1
1410,case33bw,15,selection,1,-1
1411,case33bw,58,test,1,-1
1412,case33bw,40,train,1,1
1413,case33bw,24,train,1,2
1414,case33bw,25,test,1,-1
1415,case33bw,32,train,1,0
1416,case33bw,21,train,1,0
1417,case33bw,59,selection,1,-1
1418,case33bw,30,train,1,2
1419,case33bw,27,calibration,1,-1
1420,case33bw,47,train,1,2
1421,case33bw,53,selection,1,-1
1422,case33bw,15,selection,1,-1
1423,case33bw,24,train,1,2
1424,case33bw,2,train,1,0
1425,case33bw,36,calibration,1,-1
1426,case33bw,4,selection,1,-1
1427,case33bw,43,calibration,1,-1
1428,case33bw,59,selection,1,-1
1429,case33bw,44,selection,1,-1
1430,case33bw,58,test,1,-1
1431,case33bw,39,test,1,-1
1432,case33bw,45,train,1,0
1433,case33bw,56,train,1,1
1434,case33bw,8,selection,1,-1
1435,case33bw,59,selection,1,-1
1436,case33bw,59,selection,1,-1
1437,case33bw,10,train,1,1
1438,case33bw,47,train,1,2
1439,case33bw,16,test,1,-1
1440,case33bw,20,selection,1,-1
1441,case33bw,19,test,1,-1
1442,case33bw,28,calibration,1,-1
1443,case33bw,54,train,1,2
1444,case33bw,58,test,1,-1
1445,case33bw,27,calibration,1,-1
1446,case33bw,0,train,1,0
1447,case33bw,19,test,1,-1
1448,case33bw,2,train,1,0
1449,case33bw,18,train,1,0
1450,case33bw,59,selection,1,-1
1451,case33bw,29,calibration,1,-1
1452,case33bw,58,test,1,-1
1453,case33bw,28,calibration,1,-1
1454,case33bw,30,train,1,2
1455,case33bw,27,calibration,1,-1
1456,case33bw,19,test,1,-1
1457,case33bw,35,train,1,2
1458,case33bw,7,selection,1,-1
1459,case33bw,19,test,1,-1
1460,case33bw,9,train,1,2
1461,case33bw,25,test,1,-1
1462,case33bw,4,selection,1,-1
1463,case33bw,3,train,1,1
1464,case33bw,59,selection,1,-1
1465,case33bw,20,selection,1,-1
1466,case33bw,2,train,1,0
1467,case33bw,51,train,1,2
1468,case33bw,42,calibration,1,-1
1469,case33bw,26,train,1,0
1470,case33bw,52,test,1,-1
1471,case33bw,11,calibration,1,-1
1472,case33bw,3,train,1,1
1473,case33bw,36,calibration,1,-1
1474,case33bw,46,train,1,1
1475,case33bw,14,train,1,1
1476,case33bw,41,calibration,1,-1
1477,case33bw,51,train,1,2
1478,case33bw,28,calibration,1,-1
1479,case33bw,39,test,1,-1
1480,case33bw,42,calibration,1,-1
1481,case33bw,0,train,1,0
1482,case33bw,11,calibration,1,-1
1483,case33bw,16,test,1,-1
1484,case33bw,28,calibration,1,-1
1485,case33bw,44,selection,1,-1
1486,case33bw,50,train,1,0
1487,case33bw,13,train,1,1
1488,case33bw,46,train,1,1
1489,case33bw,33,calibration,1,-1
1490,case33bw,45,train,1,0
1491,case33bw,6,train,1,1
1492,case33bw,41,calibration,1,-1
1493,case33bw,21,train,1,0
1494,case33bw,58,test,1,-1
1495,case33bw,56,train,1,1
1496,case33bw,9,train,1,2
1497,case33bw,19,test,1,-1
1498,case33bw,55,train,1,1
1499,case33bw,16,test,1,-1
1500,case33bw,2,train,1,0
1501,case33bw,14,train,1,1
1502,case33bw,7,selection,1,-1
1503,case33bw,38,train,1,1
1504,case33bw,57,train,1,2
1505,case33bw,46,train,1,1
1506,case33bw,0,train,1,0
1507,case33bw,15,selection,1,-1
1508,case33bw,59,selection,1,-1
1509,case33bw,17,test,1,-1
1510,case33bw,2,train,1,0
1511,case33bw,26,train,1,0
1512,case33bw,27,calibration,1,-1
1513,case33bw,25,test,1,-1
1514,case33bw,43,calibration,1,-1
1515,case33bw,52,test,1,-1
1516,case33bw,21,train,1,0
1517,case33bw,2,train,1,0
1518,case33bw,19,test,1,-1
1519,case33bw,1,train,1,1
1520,case33bw,58,test,1,-1
1521,case33bw,54,train,1,2
1522,case33bw,58,test,1,-1
1523,case33bw,36,calibration,1,-1
1524,case33bw,20,selection,1,-1
1525,case33bw,44,selection,1,-1
1526,case33bw,0,train,1,0
1527,case33bw,41,calibration,1,-1
1528,case33bw,20,selection,1,-1
1529,case33bw,14,train,1,1
1530,case33bw,14,train,1,1
1531,case33bw,22,test,1,-1
1532,case33bw,8,selection,1,-1
1533,case33bw,32,train,1,0
1534,case33bw,32,train,1,0
1535,case33bw,31,train,1,2
1536,case33bw,25,test,1,-1
1537,case33bw,6,train,1,1
1538,case33bw,40,train,1,1
1539,case33bw,41,calibration,1,-1
1540,case33bw,55,train,1,1
1541,case33bw,38,train,1,1
1542,case33bw,6,train,1,1
1543,case33bw,6,train,1,1
1544,case33bw,7,selection,1,-1
1545,case33bw,59,selection,1,-1
1546,case33bw,0,train,1,0
1547,case33bw,28,calibration,1,-1
1548,case33bw,39,test,1,-1
1549,case33bw,47,train,1,2
1550,case33bw,49,train,1,0
1551,case33bw,34,train,1,2
1552,case33bw,40,train,1,1
1553,case33bw,46,train,1,1
1554,case33bw,31,train,1,2
1555,case33bw,15,selection,1,-1
1556,case33bw,42,calibration,1,-1
1557,case33bw,34,train,1,2
1558,case33bw,53,selection,1,-1
1559,case33bw,31,train,1,2
1560,case33bw,29,calibration,1,-1
1561,case33bw,22,test,1,-1
1562,case33bw,7,selection,1,-1
1563,case33bw,48,train,1,0
1564,case33bw,34,train,1,2
1565,case33bw,57,train,1,2
1566,case33bw,49,train,1,0
1567,case33bw,28,calibration,1,-1
1568,case33bw,6,train,1,1
1569,case33bw,56,train,1,1
1570,case33bw,4,selection,1,-1
1571,case33bw,7,selection,1,-1
1572,case33bw,10,train,1,1
1573,case33bw,39,test,1,-1
1574,case33bw,51,train,1,2
1575,case33bw,51,train,1,2
1576,case33bw,24,train,1,2
1577,case33bw,54,train,1,2
1578,case33bw,24,train,1,2
1579,case33bw,16,test,1,-1
1580,case33bw,42,calibration,1,-1
1581,case33bw,48,train,1,0
1582,case33bw,51,train,1,2
1583,case33bw,2,train,1,0
1584,case33bw,50,train,1,0
1585,case33bw,31,train,1,2
1586,case33bw,17,test,1,-1
1587,case33bw,57,train,1,2
1588,case33bw,2,train,1,0
1589,case33bw,33,calibration,1,-1
1590,case33bw,10,train,1,1
1591,case33bw,30,train,1,2
1592,case33bw,26,train,1,0
1593,case33bw,45,train,1,0
1594,case33bw,4,selection,1,-1
1595,case33bw,39,test,1,-1
1596,case33bw,22,test,1,-1
1597,case33bw,40,train,1,1
1598,case33bw,50,train,1,0
1599,case33bw,31,train,1,2
1600,case33bw,10,train,1,1
1601,case33bw,57,train,1,2
1602,case33bw,5,test,1,-1
1603,case33bw,46,train,1,1
1604,case33bw,28,calibration,1,-1
1605,case33bw,35,train,1,2
1606,case33bw,10,train,1,1
1607,case33bw,27,calibration,1,-1
1608,case33bw,45,train,1,0
1609,case33bw,15,selection,1,-1
1610,case33bw,44,selection,1,-1
1611,case33bw,16,test,1,-1
1612,case33bw,56,train,1,1
1613,case33bw,17,test,1,-1
1614,case33bw,10,train,1,1
1615,case33bw,36,calibration,1,-1
1616,case33bw,4,selection,1,-1
1617,case33bw,2,train,1,0
1618,case33bw,6,train,1,1
1619,case33bw,26,train,1,0
1620,case33bw,54,train,1,2
1621,case33bw,57,train,1,2
1622,case33bw,31,train,1,2
1623,case33bw,53,selection,1,-1
1624,case33bw,34,train,1,2
1625,case33bw,42,calibration,1,-1
1626,case33bw,54,train,1,2
1627,case33bw,42,calibration,1,-1
1628,case33bw,20,selection,1,-1
1629,case33bw,50,train,1,0
1630,case33bw,13,train,1,1
1631,case33bw,37,train,1,2
1632,case33bw,45,train,1,0
1633,case33bw,38,train,1,1
1634,case33bw,57,train,1,2
1635,case33bw,38,train,1,1
1636,case33bw,25,test,1,-1
1637,case33bw,25,test,1,-1
1638,case33bw,9,train,1,2
1639,case33bw,33,calibration,1,-1
1640,case33bw,51,train,1,2
1641,case33bw,6,train,1,1
1642,case33bw,28,calibration,1,-1
1643,case33bw,35,train,1,2
1644,case33bw,17,test,1,-1
1645,case33bw,41,calibration,1,-1
1646,case33bw,53,selection,1,-1
1647,case33bw,39,test,1,-1
1648,case33bw,8,selection,1,-1
1649,case33bw,57,train,1,2
1650,case33bw,55,train,1,1
1651,case33bw,12,selection,1,-1
1652,case33bw,27,calibration,1,-1
1653,case33bw,49,train,1,0
1654,case33bw,23,train,1,0
1655,case33bw,37,train,1,2
1656,case33bw,54,train,1,2
1657,case33bw,55,train,1,1
1658,case33bw,1,train,1,1
1659,case33bw,38,train,1,1
1660,case33bw,30,train,1,2
1661,case33bw,54,train,1,2
1662,case33bw,42,calibration,1,-1
1663,case33bw,47,train,1,2
1664,case33bw,3,train,1,1
1665,case33bw,51,train,1,2
1666,case33bw,9,train,1,2
1667,case33bw,55,train,1,1
1668,case33bw,18,train,1,0
1669,case33bw,39,test,1,-1
1670,case33bw,35,train,1,2
1671,case33bw,11,calibration,1,-1
1672,case33bw,50,train,1,0
1673,case33bw,19,test,1,-1
1674,case33bw,34,train,1,2
1675,case33bw,29,calibration,1,-1
1676,case33bw,22,test,1,-1
1677,case33bw,42,calibration,1,-1
1678,case33bw,54,train,1,2
1679,case33bw,48,train,1,0
1680,case33bw,13,train,1,1
1681,case33bw,29,calibration,1,-1
1682,case33bw,40,train,1,1
1683,case33bw,54,train,1,2
1684,case33bw,44,selection,1,-1
1685,case33bw,3,train,1,1
1686,case33bw,20,selection,1,-1
1687,case33bw,56,train,1,1
1688,case33bw,23,train,1,0
1689,case33bw,35,train,1,2
1690,case33bw,49,train,1,0
1691,case33bw,28,calibration,1,-1
1692,case33bw,16,test,1,-1
1693,case33bw,7,selection,1,-1
1694,case33bw,21,train,1,0
1695,case33bw,41,calibration,1,-1
1696,case33bw,49,train,1,0
1697,case33bw,4,selection,1,-1
1698,case33bw,18,train,1,0
1699,case33bw,46,train,1,1
1700,case33bw,36,calibration,1,-1
1701,case33bw,13,train,1,1
1702,case33bw,14,train,1,1
1703,case33bw,8,selection,1,-1
1704,case33bw,25,test,1,-1
1705,case33bw,50,train,1,0
1706,case33bw,42,calibration,1,-1
1707,case33bw,16,test,1,-1
1708,case33bw,0,train,1,0
1709,case33bw,16,test,1,-1
1710,case33bw,38,train,1,1
